SUBSCRIPTION_ID,ACCOUNT_ID,PLAN_NAME,PLAN_INTERVAL,PLAN_PRICE,START_DATE,END_DATE,CANCELLED_AT
SUB-001619,ACC-01106,enterprise,monthly,999,2024-01-11,,
SUB-001620,ACC-01107,pro,monthly,499,2023-11-05,2024-01-17,
SUB-001621,ACC-01107,enterprise,annual,11988,2024-01-17,,
SUB-001622,ACC-01108,enterprise,annual,11988,2022-02-12,2022-02-27,2022-02-25 00:00:00.000 -0800
SUB-001623,ACC-01109,enterprise,annual,11988,2023-07-01,,
SUB-001624,ACC-01110,enterprise,monthly,999,2023-03-09,,
SUB-001625,ACC-01111,starter,annual,3588,2023-06-06,,
SUB-001626,ACC-01112,starter,annual,3588,2023-08-04,,
SUB-001627,ACC-01113,pro,annual,5988,2023-01-09,2023-01-25,2023-01-23 00:00:00.000 -0800
SUB-001628,ACC-01114,pro,annual,5988,2022-10-01,2023-10-17,
SUB-001629,ACC-01114,enterprise,annual,11988,2023-10-17,2023-11-11,2023-11-09 00:00:00.000 -0800
SUB-001630,ACC-01115,enterprise,monthly,999,2022-03-31,2022-09-13,
SUB-001631,ACC-01115,starter,annual,3588,2022-09-13,,
SUB-001632,ACC-01116,starter,monthly,299,2022-02-17,,
SUB-001633,ACC-01117,starter,monthly,299,2022-12-31,2023-04-16,
SUB-001634,ACC-01117,enterprise,annual,11988,2023-04-16,2024-06-06,
SUB-001635,ACC-01117,pro,monthly,499,2024-06-06,,
SUB-001636,ACC-01118,starter,annual,3588,2023-11-03,2025-03-22,
SUB-001637,ACC-01118,pro,annual,5988,2025-03-22,,
SUB-001638,ACC-01119,pro,annual,5988,2022-09-17,2024-08-31,
SUB-001639,ACC-01119,enterprise,annual,11988,2024-08-31,,
SUB-001640,ACC-01120,starter,monthly,299,2023-09-08,2023-11-12,
SUB-001641,ACC-01120,enterprise,annual,11988,2023-11-12,,
SUB-001642,ACC-01121,pro,annual,5988,2023-04-25,2024-07-22,
SUB-001643,ACC-01121,enterprise,annual,11988,2024-07-22,2026-01-04,
SUB-001644,ACC-01121,pro,monthly,499,2026-01-04,,
SUB-001645,ACC-01122,starter,monthly,299,2023-10-19,2023-11-07,2023-11-05 00:00:00.000 -0700
SUB-001646,ACC-01123,starter,annual,3588,2023-02-26,2024-12-05,
SUB-001647,ACC-01123,enterprise,annual,11988,2024-12-05,,
SUB-001648,ACC-01124,enterprise,annual,11988,2022-04-10,2023-07-30,
SUB-001649,ACC-01124,starter,annual,3588,2023-07-30,2025-04-28,
SUB-001650,ACC-01124,starter,monthly,299,2025-04-28,,
SUB-001651,ACC-01125,enterprise,annual,11988,2022-08-08,2024-08-05,
SUB-001652,ACC-01125,starter,annual,3588,2024-08-05,2026-04-09,
SUB-001653,ACC-01125,starter,monthly,299,2026-04-09,2026-04-28,2026-04-26 00:00:00.000 -0700
SUB-001654,ACC-01126,enterprise,monthly,999,2023-04-14,2023-05-23,
SUB-001655,ACC-01126,pro,annual,5988,2023-05-23,2023-06-20,2023-06-18 00:00:00.000 -0700
SUB-001656,ACC-01127,enterprise,annual,11988,2022-08-01,,
SUB-001657,ACC-01128,enterprise,annual,11988,2022-03-05,2022-03-26,2022-03-24 00:00:00.000 -0700
SUB-001658,ACC-01129,pro,monthly,499,2022-12-23,2023-05-12,
SUB-001659,ACC-01129,starter,annual,3588,2023-05-12,2023-06-09,2023-06-07 00:00:00.000 -0700
SUB-001660,ACC-01130,starter,annual,3588,2023-09-24,2023-10-20,2023-10-18 00:00:00.000 -0700
SUB-001661,ACC-01131,starter,annual,3588,2022-07-16,2023-12-19,
SUB-001662,ACC-01131,enterprise,annual,11988,2023-12-19,,
SUB-001663,ACC-01133,starter,annual,3588,2023-01-30,,
SUB-001664,ACC-01134,enterprise,monthly,999,2024-01-04,,
SUB-001665,ACC-01135,enterprise,annual,11988,2022-08-25,2023-11-12,
SUB-001666,ACC-01135,starter,monthly,299,2023-11-12,2023-12-07,2023-12-05 00:00:00.000 -0800
SUB-001667,ACC-01137,pro,monthly,499,2023-05-08,,
SUB-001668,ACC-01138,enterprise,monthly,999,2022-07-02,,
SUB-001669,ACC-01139,enterprise,annual,11988,2023-12-04,,
SUB-001670,ACC-01141,enterprise,annual,11988,2022-12-17,,
SUB-001671,ACC-01142,starter,monthly,299,2023-10-16,2023-11-06,2023-11-04 00:00:00.000 -0700
SUB-001672,ACC-01143,starter,monthly,299,2022-07-24,2022-08-10,2022-08-08 00:00:00.000 -0700
SUB-001673,ACC-01144,enterprise,monthly,999,2023-01-31,2023-07-16,
SUB-001674,ACC-01144,starter,monthly,299,2023-07-16,2023-08-07,2023-08-05 00:00:00.000 -0700
SUB-001675,ACC-01145,enterprise,annual,11988,2022-05-12,2024-03-18,
SUB-001676,ACC-01145,starter,annual,3588,2024-03-18,2025-04-16,
SUB-001677,ACC-01145,pro,annual,5988,2025-04-16,2025-05-11,2025-05-09 00:00:00.000 -0700
SUB-001678,ACC-01146,enterprise,annual,11988,2023-03-26,2024-09-07,
SUB-001679,ACC-01146,starter,monthly,299,2024-09-07,2025-01-19,
SUB-001680,ACC-01146,starter,annual,3588,2025-01-19,,
SUB-001681,ACC-01147,pro,annual,5988,2022-04-12,2023-08-18,
SUB-001682,ACC-01147,enterprise,annual,11988,2023-08-18,2024-11-21,
SUB-001683,ACC-01147,pro,annual,5988,2024-11-21,,
SUB-001684,ACC-01148,pro,monthly,499,2023-11-25,,
SUB-001685,ACC-01149,enterprise,annual,11988,2022-06-20,,
SUB-001686,ACC-01150,enterprise,annual,11988,2022-12-29,2024-03-24,
SUB-001687,ACC-01150,starter,annual,3588,2024-03-24,2024-04-11,2024-04-09 00:00:00.000 -0700
SUB-001688,ACC-01151,enterprise,annual,11988,2022-05-23,2023-06-23,
SUB-001689,ACC-01151,starter,annual,3588,2023-06-23,2025-01-28,
SUB-001690,ACC-01151,starter,annual,3588,2025-01-28,2025-02-13,2025-02-11 00:00:00.000 -0800
SUB-001691,ACC-01152,starter,annual,3588,2022-03-04,2024-01-16,
SUB-001692,ACC-01152,pro,annual,5988,2024-01-16,,
SUB-001693,ACC-01153,enterprise,monthly,999,2023-06-20,2023-10-07,
SUB-001694,ACC-01153,starter,monthly,299,2023-10-07,,
SUB-001695,ACC-01154,enterprise,annual,11988,2022-06-04,2022-06-28,2022-06-26 00:00:00.000 -0700
SUB-001696,ACC-01155,enterprise,annual,11988,2022-04-15,2023-12-19,
SUB-001697,ACC-01155,pro,monthly,499,2023-12-19,2024-06-03,
SUB-001698,ACC-01155,enterprise,annual,11988,2024-06-03,2024-06-23,2024-06-21 00:00:00.000 -0700
SUB-001699,ACC-01156,enterprise,annual,11988,2022-07-15,2022-08-05,2022-08-03 00:00:00.000 -0700
SUB-001700,ACC-01157,enterprise,annual,11988,2023-12-06,2024-01-03,2024-01-01 00:00:00.000 -0800
SUB-001701,ACC-01159,enterprise,annual,11988,2023-07-18,2024-07-21,
SUB-001702,ACC-01159,starter,annual,3588,2024-07-21,2025-11-04,
SUB-001703,ACC-01159,pro,annual,5988,2025-11-04,,
SUB-001704,ACC-01160,enterprise,annual,11988,2022-03-15,,
SUB-001705,ACC-01161,pro,annual,5988,2022-10-31,2024-03-02,
SUB-001706,ACC-01161,enterprise,annual,11988,2024-03-02,2026-02-04,
SUB-001707,ACC-01161,starter,monthly,299,2026-02-04,,
SUB-001708,ACC-01162,enterprise,monthly,999,2022-08-29,2022-11-25,
SUB-001709,ACC-01162,starter,annual,3588,2022-11-25,2024-05-26,
SUB-001710,ACC-01162,starter,monthly,299,2024-05-26,,
SUB-001711,ACC-01163,pro,annual,5988,2023-02-14,,
SUB-001712,ACC-01164,pro,annual,5988,2023-10-26,,
SUB-001713,ACC-01165,enterprise,annual,11988,2023-08-25,2025-05-05,
SUB-001714,ACC-01165,starter,annual,3588,2025-05-05,,
SUB-001715,ACC-01166,starter,monthly,299,2022-11-08,,
SUB-001716,ACC-01167,pro,monthly,499,2023-04-14,2023-08-19,
SUB-001717,ACC-01167,starter,monthly,299,2023-08-19,2023-09-08,2023-09-06 00:00:00.000 -0700
SUB-001718,ACC-01168,pro,annual,5988,2022-12-10,2022-12-29,2022-12-27 00:00:00.000 -0800
SUB-001719,ACC-01169,pro,monthly,499,2023-11-09,,
SUB-001720,ACC-01170,starter,monthly,299,2022-11-13,2022-12-11,2022-12-09 00:00:00.000 -0800
SUB-001721,ACC-01171,enterprise,monthly,999,2023-12-06,,
SUB-001722,ACC-01172,pro,monthly,499,2022-01-24,2022-02-19,2022-02-17 00:00:00.000 -0800
SUB-001723,ACC-01173,enterprise,monthly,999,2022-12-27,2023-01-11,2023-01-09 00:00:00.000 -0800
SUB-001724,ACC-01174,enterprise,monthly,999,2022-12-26,2023-06-03,
SUB-001725,ACC-01174,starter,annual,3588,2023-06-03,,
SUB-001726,ACC-01175,enterprise,annual,11988,2022-03-23,2022-04-20,2022-04-18 00:00:00.000 -0700
SUB-001727,ACC-01176,enterprise,annual,11988,2022-12-30,2024-06-01,
SUB-001728,ACC-01176,starter,annual,3588,2024-06-01,2025-07-04,
SUB-001729,ACC-01176,pro,annual,5988,2025-07-04,,
SUB-001730,ACC-01177,enterprise,annual,11988,2023-09-22,2025-02-09,
SUB-001731,ACC-01177,pro,annual,5988,2025-02-09,2026-07-22,
SUB-001732,ACC-01178,enterprise,monthly,999,2023-02-05,2023-05-13,
SUB-001733,ACC-01178,starter,monthly,299,2023-05-13,2023-06-08,2023-06-06 00:00:00.000 -0700
SUB-001734,ACC-01179,enterprise,annual,11988,2023-01-13,,
SUB-001735,ACC-01180,enterprise,annual,11988,2023-04-01,2024-05-13,
SUB-001736,ACC-01180,starter,monthly,299,2024-05-13,2024-07-20,
SUB-001737,ACC-01180,starter,monthly,299,2024-07-20,,
SUB-001738,ACC-01181,enterprise,annual,11988,2023-07-10,2023-07-27,2023-07-25 00:00:00.000 -0700
SUB-001739,ACC-01183,starter,monthly,299,2022-11-03,2022-11-24,2022-11-22 00:00:00.000 -0800
SUB-001740,ACC-01185,enterprise,annual,11988,2023-04-27,,
SUB-001741,ACC-01186,starter,annual,3588,2022-03-01,,
SUB-001742,ACC-01189,enterprise,monthly,999,2023-01-03,,
SUB-001743,ACC-01191,enterprise,monthly,999,2023-09-13,2023-10-02,2023-09-30 00:00:00.000 -0700
SUB-001744,ACC-01192,enterprise,monthly,999,2023-02-26,2023-07-11,
SUB-001745,ACC-01192,pro,annual,5988,2023-07-11,2024-12-17,
SUB-001746,ACC-01192,starter,annual,3588,2024-12-17,,
SUB-001747,ACC-01193,pro,annual,5988,2023-09-09,,
SUB-001748,ACC-01194,pro,annual,5988,2022-02-15,2023-02-28,
SUB-001749,ACC-01194,enterprise,annual,11988,2023-02-28,2023-03-21,2023-03-19 00:00:00.000 -0700
SUB-001750,ACC-01195,enterprise,monthly,999,2023-04-12,,
SUB-001751,ACC-01196,starter,monthly,299,2023-04-02,2023-09-13,
SUB-001752,ACC-01196,enterprise,monthly,999,2023-09-13,2023-12-12,
SUB-001753,ACC-01196,pro,monthly,499,2023-12-12,,
SUB-001754,ACC-01197,enterprise,annual,11988,2023-09-12,2023-10-09,2023-10-07 00:00:00.000 -0700
SUB-001755,ACC-01198,enterprise,annual,11988,2022-05-02,2023-11-18,
SUB-001756,ACC-01198,pro,annual,5988,2023-11-18,,
SUB-001757,ACC-01199,starter,monthly,299,2022-11-14,,
SUB-001758,ACC-01200,pro,monthly,499,2022-03-24,2022-08-18,
SUB-001759,ACC-01200,starter,annual,3588,2022-08-18,2024-03-01,
SUB-001760,ACC-01200,enterprise,monthly,999,2024-03-01,,
SUB-001761,ACC-01201,pro,annual,5988,2023-04-11,,
SUB-001762,ACC-01202,enterprise,monthly,999,2022-04-25,2022-05-16,2022-05-14 00:00:00.000 -0700
SUB-001763,ACC-01203,enterprise,annual,11988,2022-06-02,2022-06-28,2022-06-26 00:00:00.000 -0700
SUB-001764,ACC-01204,enterprise,annual,11988,2022-02-25,,
SUB-001765,ACC-01205,starter,annual,3588,2023-11-26,,
SUB-001766,ACC-01206,starter,annual,3588,2023-10-30,2024-11-13,
SUB-001767,ACC-01206,pro,annual,5988,2024-11-13,,
SUB-001768,ACC-01207,pro,annual,5988,2022-08-15,2022-09-06,2022-09-04 00:00:00.000 -0700
SUB-001769,ACC-01208,starter,annual,3588,2022-11-03,,
SUB-001770,ACC-01209,enterprise,annual,11988,2022-07-25,,
SUB-001771,ACC-01210,pro,annual,5988,2023-07-13,2025-03-07,
SUB-001772,ACC-01210,enterprise,annual,11988,2025-03-07,2026-07-12,
SUB-001773,ACC-01211,starter,annual,3588,2022-10-30,,
SUB-001774,ACC-01212,enterprise,annual,11988,2022-05-20,2022-06-09,2022-06-07 00:00:00.000 -0700
SUB-001775,ACC-01213,pro,annual,5988,2023-09-03,2023-09-29,2023-09-27 00:00:00.000 -0700
SUB-001776,ACC-01214,enterprise,annual,11988,2022-03-22,2023-09-29,
SUB-001777,ACC-01214,starter,monthly,299,2023-09-29,2024-02-11,
SUB-001778,ACC-01214,starter,annual,3588,2024-02-11,,
SUB-001779,ACC-01215,enterprise,annual,11988,2023-08-31,2025-06-26,
SUB-001780,ACC-01215,starter,annual,3588,2025-06-26,2027-02-01,
SUB-001781,ACC-01216,enterprise,monthly,999,2023-05-18,2023-06-05,2023-06-03 00:00:00.000 -0700
SUB-001782,ACC-01217,enterprise,annual,11988,2022-06-17,,
SUB-001783,ACC-01218,enterprise,annual,11988,2023-09-03,,
SUB-001784,ACC-01219,enterprise,monthly,999,2023-01-09,2023-02-09,
SUB-001785,ACC-01219,starter,annual,3588,2023-02-09,2023-03-06,2023-03-04 00:00:00.000 -0800
SUB-001786,ACC-01220,pro,annual,5988,2023-01-09,2024-05-10,
SUB-001787,ACC-01220,enterprise,annual,11988,2024-05-10,,
SUB-001788,ACC-01222,starter,monthly,299,2022-12-12,,
SUB-001789,ACC-01223,pro,monthly,499,2023-06-26,2023-07-13,2023-07-11 00:00:00.000 -0700
SUB-001790,ACC-01224,enterprise,annual,11988,2022-09-02,2024-08-10,
SUB-001791,ACC-01224,pro,monthly,499,2024-08-10,2024-09-03,2024-09-01 00:00:00.000 -0700
SUB-001792,ACC-01225,pro,annual,5988,2023-04-16,2024-07-27,
SUB-001793,ACC-01225,enterprise,annual,11988,2024-07-27,2025-11-24,
SUB-001794,ACC-01225,starter,monthly,299,2025-11-24,,
SUB-001795,ACC-01226,enterprise,annual,11988,2023-09-21,2025-06-04,
SUB-001796,ACC-01226,pro,monthly,499,2025-06-04,2025-06-28,2025-06-26 00:00:00.000 -0700
SUB-001797,ACC-01227,starter,monthly,299,2023-03-03,2023-04-12,
SUB-001798,ACC-01227,enterprise,annual,11988,2023-04-12,,
SUB-001799,ACC-01228,enterprise,annual,11988,2023-03-10,2023-03-31,2023-03-29 00:00:00.000 -0700
SUB-001800,ACC-01229,enterprise,annual,11988,2023-04-29,2024-07-22,
SUB-001801,ACC-01229,starter,monthly,299,2024-07-22,2024-09-03,
SUB-001802,ACC-01229,starter,annual,3588,2024-09-03,,
SUB-001803,ACC-01230,enterprise,annual,11988,2022-12-09,2024-06-12,
SUB-001804,ACC-01230,starter,monthly,299,2024-06-12,,
SUB-001805,ACC-01231,starter,monthly,299,2023-08-22,2024-01-20,
SUB-001806,ACC-01231,enterprise,annual,11988,2024-01-20,,
SUB-001807,ACC-01232,starter,annual,3588,2023-05-29,2024-06-25,
SUB-001808,ACC-01232,enterprise,annual,11988,2024-06-25,2024-07-21,2024-07-19 00:00:00.000 -0700
SUB-001809,ACC-01233,enterprise,monthly,999,2022-07-31,2022-08-24,2022-08-22 00:00:00.000 -0700
SUB-001810,ACC-01234,starter,annual,3588,2023-06-09,2025-01-14,
SUB-001811,ACC-01234,pro,monthly,499,2025-01-14,,
SUB-001812,ACC-01235,pro,monthly,499,2023-06-13,2023-10-16,
SUB-001813,ACC-01235,enterprise,monthly,999,2023-10-16,,
SUB-001814,ACC-01236,starter,monthly,299,2022-12-21,2023-03-10,
SUB-001815,ACC-01236,pro,monthly,499,2023-03-10,2023-03-27,2023-03-25 00:00:00.000 -0700
SUB-001816,ACC-01237,starter,annual,3588,2023-01-01,,
SUB-001817,ACC-01238,starter,annual,3588,2023-01-29,,
SUB-001818,ACC-01239,pro,annual,5988,2022-11-05,2022-11-28,2022-11-26 00:00:00.000 -0800
SUB-001819,ACC-01240,pro,monthly,499,2022-05-04,,
SUB-001820,ACC-01241,enterprise,annual,11988,2022-07-09,2022-07-31,2022-07-29 00:00:00.000 -0700
SUB-001821,ACC-01242,enterprise,monthly,999,2023-09-24,2023-12-04,
SUB-001822,ACC-01242,starter,annual,3588,2023-12-04,2025-01-07,
SUB-001823,ACC-01242,pro,monthly,499,2025-01-07,,
SUB-001824,ACC-01243,enterprise,annual,11988,2023-02-22,2024-03-06,
SUB-001825,ACC-01243,starter,annual,3588,2024-03-06,2024-03-31,2024-03-29 00:00:00.000 -0700
SUB-001826,ACC-01244,starter,annual,3588,2022-07-26,2024-05-11,
SUB-001827,ACC-01244,enterprise,annual,11988,2024-05-11,,
SUB-001828,ACC-01245,enterprise,annual,11988,2022-09-20,2024-08-17,
SUB-001829,ACC-01245,starter,annual,3588,2024-08-17,2026-05-19,
SUB-001830,ACC-01245,pro,annual,5988,2026-05-19,2026-06-04,2026-06-02 00:00:00.000 -0700
SUB-001831,ACC-01247,enterprise,annual,11988,2022-09-28,2022-10-25,2022-10-23 00:00:00.000 -0700
SUB-001832,ACC-01248,enterprise,annual,11988,2023-09-02,2025-02-26,
SUB-001833,ACC-01248,starter,annual,3588,2025-02-26,2025-03-18,2025-03-16 00:00:00.000 -0700
SUB-001834,ACC-01249,enterprise,annual,11988,2022-09-09,,
SUB-001835,ACC-01250,starter,annual,3588,2022-06-20,,
SUB-001836,ACC-01251,enterprise,annual,11988,2023-09-28,2023-10-24,2023-10-22 00:00:00.000 -0700
SUB-001837,ACC-01252,enterprise,monthly,999,2023-09-20,2023-10-12,2023-10-10 00:00:00.000 -0700
SUB-001838,ACC-01253,enterprise,annual,11988,2023-11-10,2023-11-25,2023-11-23 00:00:00.000 -0800
SUB-001839,ACC-01254,enterprise,annual,11988,2022-03-24,2023-09-11,
SUB-001840,ACC-01254,starter,monthly,299,2023-09-11,2023-09-29,2023-09-27 00:00:00.000 -0700
SUB-001841,ACC-01255,starter,annual,3588,2023-05-28,2024-08-24,
SUB-001842,ACC-01255,enterprise,annual,11988,2024-08-24,,
SUB-001843,ACC-01257,pro,annual,5988,2023-11-26,2025-01-10,
SUB-001844,ACC-01257,enterprise,annual,11988,2025-01-10,2026-01-17,
SUB-001845,ACC-01257,pro,annual,5988,2026-01-17,,
SUB-001846,ACC-01258,pro,annual,5988,2022-06-04,2022-06-20,2022-06-18 00:00:00.000 -0700
SUB-001847,ACC-01259,enterprise,monthly,999,2023-09-14,,
SUB-001848,ACC-01262,starter,monthly,299,2023-10-11,2023-12-01,
SUB-001849,ACC-01262,pro,annual,5988,2023-12-01,2024-12-23,
SUB-001850,ACC-01262,starter,monthly,299,2024-12-23,,
SUB-001851,ACC-01263,enterprise,annual,11988,2023-12-10,2025-03-11,
SUB-001852,ACC-01263,starter,annual,3588,2025-03-11,,
SUB-001853,ACC-01264,enterprise,annual,11988,2022-04-01,2023-05-03,
SUB-001854,ACC-01264,starter,monthly,299,2023-05-03,,
SUB-001855,ACC-01265,starter,monthly,299,2023-03-29,2023-04-19,2023-04-17 00:00:00.000 -0700
SUB-001856,ACC-01266,pro,annual,5988,2023-10-16,2024-12-17,
SUB-001857,ACC-01266,enterprise,monthly,999,2024-12-17,2025-01-10,2025-01-08 00:00:00.000 -0800
SUB-001858,ACC-01267,enterprise,annual,11988,2022-11-09,,
SUB-001859,ACC-01268,enterprise,annual,11988,2023-11-23,2023-12-19,2023-12-17 00:00:00.000 -0800
SUB-001860,ACC-01269,enterprise,monthly,999,2022-10-01,,
SUB-001861,ACC-01270,starter,monthly,299,2022-10-04,2023-03-06,
SUB-001862,ACC-01270,enterprise,annual,11988,2023-03-06,2023-03-22,2023-03-20 00:00:00.000 -0700
SUB-001863,ACC-01271,enterprise,monthly,999,2023-06-07,2023-10-06,
SUB-001864,ACC-01271,starter,annual,3588,2023-10-06,2025-06-02,
SUB-001865,ACC-01271,pro,annual,5988,2025-06-02,,
SUB-001866,ACC-01273,enterprise,annual,11988,2022-12-17,,
SUB-001867,ACC-01274,enterprise,annual,11988,2022-11-16,2022-12-11,2022-12-09 00:00:00.000 -0800
SUB-001868,ACC-01275,enterprise,annual,11988,2022-06-17,2022-07-11,2022-07-09 00:00:00.000 -0700
SUB-001869,ACC-01276,starter,monthly,299,2023-09-10,2023-10-07,2023-10-05 00:00:00.000 -0700
SUB-001870,ACC-01277,enterprise,monthly,999,2023-06-25,2023-07-11,2023-07-09 00:00:00.000 -0700
SUB-001871,ACC-01278,pro,annual,5988,2023-08-06,2023-08-22,2023-08-20 00:00:00.000 -0700
SUB-001872,ACC-01279,starter,annual,3588,2023-09-21,2024-09-21,
SUB-001873,ACC-01279,enterprise,monthly,999,2024-09-21,2024-10-13,2024-10-11 00:00:00.000 -0700
SUB-001874,ACC-01280,pro,annual,5988,2023-05-31,2023-06-22,2023-06-20 00:00:00.000 -0700
SUB-001875,ACC-01282,pro,annual,5988,2023-11-02,,
SUB-001876,ACC-01283,enterprise,monthly,999,2024-01-07,2024-02-16,
SUB-001877,ACC-01283,starter,annual,3588,2024-02-16,,
SUB-001878,ACC-01285,enterprise,annual,11988,2023-03-16,2023-04-13,2023-04-11 00:00:00.000 -0700
SUB-001879,ACC-01286,enterprise,monthly,999,2023-08-29,2023-09-14,2023-09-12 00:00:00.000 -0700
SUB-001880,ACC-01287,enterprise,monthly,999,2023-06-08,2023-06-29,2023-06-27 00:00:00.000 -0700
SUB-001881,ACC-01288,enterprise,annual,11988,2023-02-07,2024-10-29,
SUB-001882,ACC-01288,starter,annual,3588,2024-10-29,,
SUB-001883,ACC-01289,pro,monthly,499,2022-12-23,2023-01-14,2023-01-12 00:00:00.000 -0800
SUB-001884,ACC-01290,enterprise,annual,11988,2023-07-02,2025-02-07,
SUB-001885,ACC-01290,pro,annual,5988,2025-02-07,2027-01-15,
SUB-001886,ACC-01291,starter,monthly,299,2023-06-03,2023-10-29,
SUB-001887,ACC-01291,enterprise,annual,11988,2023-10-29,2023-11-18,2023-11-16 00:00:00.000 -0800
SUB-001888,ACC-01292,enterprise,monthly,999,2023-11-01,2024-01-02,
SUB-001889,ACC-01292,starter,monthly,299,2024-01-02,2024-02-12,
SUB-001890,ACC-01292,starter,annual,3588,2024-02-12,2024-03-08,2024-03-06 00:00:00.000 -0800
SUB-001891,ACC-01293,pro,annual,5988,2022-10-26,2024-02-14,
SUB-001892,ACC-01293,enterprise,annual,11988,2024-02-14,,
SUB-001893,ACC-01294,enterprise,annual,11988,2022-12-21,2024-03-04,
SUB-001894,ACC-01294,starter,annual,3588,2024-03-04,2025-06-27,
SUB-001895,ACC-01294,pro,annual,5988,2025-06-27,,
SUB-001896,ACC-01295,pro,annual,5988,2022-11-20,,
SUB-001897,ACC-01296,pro,monthly,499,2023-10-31,2024-04-27,
SUB-001898,ACC-01296,enterprise,monthly,999,2024-04-27,2024-08-14,
SUB-001899,ACC-01296,starter,monthly,299,2024-08-14,,
SUB-001900,ACC-01297,enterprise,monthly,999,2023-03-10,2023-05-06,
SUB-001901,ACC-01297,starter,monthly,299,2023-05-06,2023-06-17,
SUB-001902,ACC-01297,pro,monthly,499,2023-06-17,,
SUB-001903,ACC-01298,starter,annual,3588,2023-11-21,,
SUB-001904,ACC-01299,starter,annual,3588,2023-11-24,2025-03-14,
SUB-001905,ACC-01299,enterprise,annual,11988,2025-03-14,2026-12-01,
SUB-001906,ACC-01301,pro,annual,5988,2023-01-17,2023-02-03,2023-02-01 00:00:00.000 -0800
SUB-001907,ACC-01302,pro,annual,5988,2022-01-28,2022-02-22,2022-02-20 00:00:00.000 -0800
SUB-001908,ACC-01303,enterprise,annual,11988,2023-04-19,2024-10-10,
SUB-001909,ACC-01303,starter,annual,3588,2024-10-10,,
SUB-001910,ACC-01304,enterprise,annual,11988,2023-10-07,2025-01-22,
SUB-001911,ACC-01304,starter,monthly,299,2025-01-22,2025-04-19,
SUB-001912,ACC-01304,starter,annual,3588,2025-04-19,,
SUB-001913,ACC-01305,pro,monthly,499,2022-06-29,2022-12-24,
SUB-001914,ACC-01305,enterprise,annual,11988,2022-12-24,,
SUB-001915,ACC-01306,pro,annual,5988,2023-06-24,,
SUB-001916,ACC-01308,pro,annual,5988,2023-08-23,,
SUB-001917,ACC-01309,starter,annual,3588,2023-09-11,2024-09-10,
SUB-001918,ACC-01309,enterprise,annual,11988,2024-09-10,,
SUB-001919,ACC-01310,enterprise,annual,11988,2023-07-04,2025-01-02,
SUB-001920,ACC-01310,pro,annual,5988,2025-01-02,,
SUB-001921,ACC-01311,pro,monthly,499,2023-04-20,2023-05-17,2023-05-15 00:00:00.000 -0700
SUB-001922,ACC-01312,starter,annual,3588,2023-11-24,2025-01-04,
SUB-001923,ACC-01312,pro,annual,5988,2025-01-04,2025-01-30,2025-01-28 00:00:00.000 -0800
SUB-001924,ACC-01313,pro,monthly,499,2023-12-05,2024-04-23,
SUB-001925,ACC-01313,enterprise,monthly,999,2024-04-23,2024-05-13,2024-05-11 00:00:00.000 -0700
SUB-001926,ACC-01314,starter,monthly,299,2023-05-29,2023-08-10,
SUB-001927,ACC-01314,enterprise,annual,11988,2023-08-10,2023-09-05,2023-09-03 00:00:00.000 -0700
SUB-001928,ACC-01315,starter,annual,3588,2022-11-27,2024-06-05,
SUB-001929,ACC-01315,enterprise,monthly,999,2024-06-05,2024-07-08,
SUB-001930,ACC-01315,pro,annual,5988,2024-07-08,,
SUB-001931,ACC-01316,enterprise,monthly,999,2022-09-22,,
SUB-001932,ACC-01317,starter,annual,3588,2022-06-12,,
SUB-001933,ACC-01318,enterprise,annual,11988,2023-02-26,2024-03-31,
SUB-001934,ACC-01318,starter,annual,3588,2024-03-31,,
SUB-001935,ACC-01319,enterprise,annual,11988,2023-10-24,2023-11-14,2023-11-12 00:00:00.000 -0800
SUB-001936,ACC-01320,enterprise,annual,11988,2023-02-11,2024-11-27,
SUB-001937,ACC-01320,starter,monthly,299,2024-11-27,2024-12-24,2024-12-22 00:00:00.000 -0800
SUB-001938,ACC-01321,enterprise,annual,11988,2023-02-25,2024-12-18,
SUB-001939,ACC-01321,starter,annual,3588,2024-12-18,,
SUB-001940,ACC-01324,enterprise,monthly,999,2023-01-24,2023-04-08,
SUB-001941,ACC-01324,starter,monthly,299,2023-04-08,,
SUB-001942,ACC-01325,pro,monthly,499,2022-11-24,2023-03-07,
SUB-001943,ACC-01325,enterprise,annual,11988,2023-03-07,,
SUB-001944,ACC-01326,pro,monthly,499,2022-09-22,,
SUB-001945,ACC-01327,starter,annual,3588,2022-08-07,,
SUB-001946,ACC-01328,starter,monthly,299,2023-12-29,,
SUB-001947,ACC-01329,pro,annual,5988,2023-08-25,2023-09-20,2023-09-18 00:00:00.000 -0700
SUB-001948,ACC-01330,starter,annual,3588,2022-08-09,2023-12-08,
SUB-001949,ACC-01330,enterprise,annual,11988,2023-12-08,,
SUB-001950,ACC-01331,starter,annual,3588,2023-08-29,2025-03-16,
SUB-001951,ACC-01331,enterprise,annual,11988,2025-03-16,2027-02-05,
SUB-001952,ACC-01332,enterprise,monthly,999,2023-11-27,,
SUB-001953,ACC-01333,starter,annual,3588,2022-08-23,2023-08-24,
SUB-001954,ACC-01333,pro,annual,5988,2023-08-24,,
SUB-001955,ACC-01334,pro,monthly,499,2022-03-10,2022-03-25,2022-03-23 00:00:00.000 -0700
