INVOICE_ID,ACCOUNT_ID,SUBSCRIPTION_ID,AMOUNT,CURRENCY,STATUS,INVOICE_DATE,PAID_AT
INV-041743,ACC-09425,SUB-013915,999.00,AUD,paid,2025-01-22,2025-01-23 01:00:00.000
INV-041744,ACC-09425,SUB-013915,999.00,AUD,failed,2025-10-09,
INV-041745,ACC-09425,SUB-013915,999.00,AUD,paid,2026-01-19,2026-01-20 17:00:00.000
INV-041746,ACC-09426,SUB-013916,999.00,USD,failed,2023-01-10,
INV-041747,ACC-09426,SUB-013916,999.00,USD,paid,2023-05-13,2023-05-14 20:00:00.000
INV-041748,ACC-09426,SUB-013916,999.00,USD,paid,2023-03-12,2023-03-13 10:00:00.000
INV-041749,ACC-09426,SUB-013917,299.00,USD,paid,2025-12-25,2025-12-28 23:00:00.000
INV-041750,ACC-09426,SUB-013917,299.00,USD,paid,2025-12-26,2025-12-27 21:00:00.000
INV-041751,ACC-09426,SUB-013917,299.00,USD,paid,2023-11-17,2023-11-19 21:00:00.000
INV-041752,ACC-09427,SUB-013918,999.00,USD,paid,2023-06-13,2023-06-15 15:00:00.000
INV-041753,ACC-09427,SUB-013918,999.00,USD,paid,2023-07-23,2023-07-24 10:00:00.000
INV-041754,ACC-09427,SUB-013918,999.00,USD,paid,2023-06-18,2023-06-20 01:00:00.000
INV-041755,ACC-09427,SUB-013919,499.00,USD,paid,2024-05-07,2024-05-08 16:00:00.000
INV-041756,ACC-09427,SUB-013919,499.00,USD,pending,2024-02-27,
INV-041757,ACC-09427,SUB-013919,499.00,USD,paid,2024-03-19,2024-03-22 09:00:00.000
INV-041758,ACC-09427,SUB-013920,299.00,USD,pending,2024-10-03,
INV-041759,ACC-09427,SUB-013920,299.00,USD,paid,2025-02-25,2025-02-28 19:00:00.000
INV-041760,ACC-09427,SUB-013920,299.00,USD,paid,2025-04-09,2025-04-10 20:00:00.000
INV-041761,ACC-09428,SUB-013921,299.00,AUD,pending,2024-03-24,
INV-041762,ACC-09428,SUB-013921,299.00,AUD,paid,2024-04-04,2024-04-07 00:00:00.000
INV-041763,ACC-09428,SUB-013921,299.00,AUD,paid,2025-03-05,2025-03-07 17:00:00.000
INV-041764,ACC-09428,SUB-013922,499.00,AUD,paid,2026-01-16,2026-01-18 07:00:00.000
INV-041765,ACC-09428,SUB-013922,499.00,AUD,paid,2025-09-11,2025-09-13 22:00:00.000
INV-041766,ACC-09428,SUB-013922,499.00,AUD,paid,2025-06-02,2025-06-05 08:00:00.000
INV-041767,ACC-09429,SUB-013923,999.00,AUD,paid,2022-10-03,2022-10-04 22:00:00.000
INV-041768,ACC-09429,SUB-013923,999.00,AUD,paid,2022-11-06,2022-11-09 03:00:00.000
INV-041769,ACC-09429,SUB-013923,999.00,AUD,paid,2022-09-20,2022-09-23 14:00:00.000
INV-041770,ACC-09429,SUB-013924,299.00,AUD,paid,2024-02-20,2024-02-23 06:00:00.000
INV-041771,ACC-09429,SUB-013924,299.00,AUD,paid,2024-02-05,2024-02-07 05:00:00.000
INV-041772,ACC-09429,SUB-013924,299.00,AUD,paid,2023-06-06,2023-06-07 15:00:00.000
INV-041773,ACC-09429,SUB-013925,299.00,AUD,paid,2024-11-29,2024-11-30 08:00:00.000
INV-041774,ACC-09429,SUB-013925,299.00,AUD,paid,2024-12-10,2024-12-11 01:00:00.000
INV-041775,ACC-09429,SUB-013925,299.00,AUD,paid,2024-12-17,2024-12-20 09:00:00.000
INV-041776,ACC-09430,SUB-013926,499.00,AUD,paid,2025-01-23,2025-01-24 04:00:00.000
INV-041777,ACC-09430,SUB-013926,499.00,AUD,paid,2025-12-16,2025-12-17 07:00:00.000
INV-041778,ACC-09430,SUB-013926,499.00,AUD,paid,2023-11-01,2023-11-02 11:00:00.000
INV-041779,ACC-09431,SUB-013927,999.00,AUD,failed,2024-08-05,
INV-041780,ACC-09431,SUB-013927,999.00,AUD,paid,2022-09-05,2022-09-07 14:00:00.000
INV-041781,ACC-09431,SUB-013927,999.00,AUD,paid,2025-06-10,2025-06-14 00:00:00.000
INV-041782,ACC-09432,SUB-013928,499.00,EUR,paid,2023-05-23,2023-05-26 15:00:00.000
INV-041783,ACC-09432,SUB-013928,499.00,EUR,paid,2023-05-07,2023-05-09 14:00:00.000
INV-041784,ACC-09432,SUB-013928,499.00,EUR,paid,2023-05-05,2023-05-07 13:00:00.000
INV-041785,ACC-09433,SUB-013929,499.00,USD,paid,2023-12-11,2023-12-14 18:00:00.000
INV-041786,ACC-09433,SUB-013929,499.00,USD,paid,2025-11-23,2025-11-26 03:00:00.000
INV-041787,ACC-09433,SUB-013929,499.00,USD,pending,2023-05-28,
INV-041788,ACC-09434,SUB-013930,999.00,EUR,paid,2024-03-15,2024-03-17 02:00:00.000
INV-041789,ACC-09434,SUB-013930,999.00,EUR,paid,2023-09-29,2023-10-02 21:00:00.000
INV-041790,ACC-09434,SUB-013930,999.00,EUR,paid,2024-04-02,2024-04-04 07:00:00.000
INV-041791,ACC-09434,SUB-013931,299.00,EUR,paid,2024-09-05,2024-09-07 13:00:00.000
INV-041792,ACC-09434,SUB-013931,299.00,EUR,pending,2024-08-12,
INV-041793,ACC-09434,SUB-013931,299.00,EUR,paid,2024-10-28,2024-10-30 02:00:00.000
INV-041794,ACC-09434,SUB-013932,299.00,EUR,paid,2025-12-14,2025-12-16 04:00:00.000
INV-041795,ACC-09434,SUB-013932,299.00,EUR,paid,2025-12-06,2025-12-08 09:00:00.000
INV-041796,ACC-09434,SUB-013932,299.00,EUR,paid,2025-12-10,2025-12-11 05:00:00.000
INV-041797,ACC-09435,SUB-013933,999.00,GBP,paid,2024-11-26,2024-11-27 07:00:00.000
INV-041798,ACC-09435,SUB-013933,999.00,GBP,paid,2025-07-16,2025-07-18 05:00:00.000
INV-041799,ACC-09435,SUB-013933,999.00,GBP,paid,2024-03-15,2024-03-16 18:00:00.000
INV-041800,ACC-09436,SUB-013934,299.00,GBP,paid,2022-11-11,2022-11-12 07:00:00.000
INV-041801,ACC-09436,SUB-013934,299.00,GBP,paid,2022-11-10,2022-11-13 10:00:00.000
INV-041802,ACC-09436,SUB-013934,299.00,GBP,failed,2022-11-24,
INV-041803,ACC-09437,SUB-013935,999.00,AUD,pending,2022-09-25,
INV-041804,ACC-09437,SUB-013935,999.00,AUD,pending,2025-10-17,
INV-041805,ACC-09437,SUB-013935,999.00,AUD,paid,2023-02-18,2023-02-19 09:00:00.000
INV-041806,ACC-09438,SUB-013936,999.00,AUD,paid,2023-07-16,2023-07-19 11:00:00.000
INV-041807,ACC-09438,SUB-013936,999.00,AUD,paid,2023-06-12,2023-06-15 02:00:00.000
INV-041808,ACC-09438,SUB-013936,999.00,AUD,pending,2023-07-13,
INV-041809,ACC-09438,SUB-013937,299.00,AUD,paid,2024-02-24,2024-02-27 01:00:00.000
INV-041810,ACC-09438,SUB-013937,299.00,AUD,failed,2024-05-31,
INV-041811,ACC-09438,SUB-013937,299.00,AUD,paid,2024-02-07,2024-02-10 07:00:00.000
INV-041812,ACC-09438,SUB-013938,499.00,AUD,paid,2025-11-02,2025-11-03 23:00:00.000
INV-041813,ACC-09438,SUB-013938,499.00,AUD,paid,2025-07-10,2025-07-12 15:00:00.000
INV-041814,ACC-09438,SUB-013938,499.00,AUD,pending,2024-12-29,
INV-041815,ACC-09439,SUB-013939,999.00,GBP,paid,2023-08-28,2023-08-29 20:00:00.000
INV-041816,ACC-09439,SUB-013939,999.00,GBP,pending,2023-07-23,
INV-041817,ACC-09439,SUB-013939,999.00,GBP,paid,2023-07-24,2023-07-27 09:00:00.000
INV-041818,ACC-09439,SUB-013940,299.00,GBP,paid,2023-10-20,2023-10-22 01:00:00.000
INV-041819,ACC-09439,SUB-013940,299.00,GBP,pending,2023-11-01,
INV-041820,ACC-09439,SUB-013940,299.00,GBP,paid,2023-10-11,2023-10-13 05:00:00.000
INV-041821,ACC-09439,SUB-013941,499.00,GBP,paid,2026-01-09,2026-01-10 07:00:00.000
INV-041822,ACC-09439,SUB-013941,499.00,GBP,paid,2025-04-22,2025-04-24 07:00:00.000
INV-041823,ACC-09439,SUB-013941,499.00,GBP,paid,2026-01-10,2026-01-11 20:00:00.000
INV-041824,ACC-09440,SUB-013942,999.00,GBP,paid,2023-07-07,2023-07-08 16:00:00.000
INV-041825,ACC-09440,SUB-013942,999.00,GBP,paid,2022-10-30,2022-10-31 18:00:00.000
INV-041826,ACC-09440,SUB-013942,999.00,GBP,failed,2023-03-03,
INV-041827,ACC-09440,SUB-013943,299.00,GBP,paid,2025-12-21,2025-12-23 13:00:00.000
INV-041828,ACC-09440,SUB-013943,299.00,GBP,paid,2025-03-31,2025-04-03 18:00:00.000
INV-041829,ACC-09440,SUB-013943,299.00,GBP,paid,2024-11-10,2024-11-12 02:00:00.000
INV-041830,ACC-09440,SUB-013944,499.00,GBP,paid,2026-04-17,2026-04-19 23:00:00.000
INV-041831,ACC-09440,SUB-013944,499.00,GBP,paid,2026-04-16,2026-04-18 15:00:00.000
INV-041832,ACC-09440,SUB-013944,499.00,GBP,paid,2026-04-10,2026-04-13 19:00:00.000
INV-041833,ACC-09441,SUB-013945,299.00,AUD,pending,2022-07-09,
INV-041834,ACC-09441,SUB-013945,299.00,AUD,paid,2022-06-29,2022-06-30 23:00:00.000
INV-041835,ACC-09441,SUB-013945,299.00,AUD,paid,2022-07-02,2022-07-04 10:00:00.000
INV-041836,ACC-09442,SUB-013946,499.00,USD,paid,2023-12-17,2023-12-18 06:00:00.000
INV-041837,ACC-09442,SUB-013946,499.00,USD,paid,2024-02-10,2024-02-13 02:00:00.000
INV-041838,ACC-09442,SUB-013946,499.00,USD,paid,2024-07-04,2024-07-07 08:00:00.000
INV-041839,ACC-09442,SUB-013947,999.00,USD,paid,2025-10-31,2025-11-02 08:00:00.000
INV-041840,ACC-09442,SUB-013947,999.00,USD,failed,2026-04-07,
INV-041841,ACC-09442,SUB-013947,999.00,USD,paid,2025-12-31,2026-01-03 12:00:00.000
INV-041842,ACC-09443,SUB-013948,999.00,EUR,paid,2022-05-13,2022-05-14 13:00:00.000
INV-041843,ACC-09443,SUB-013948,999.00,EUR,paid,2022-06-07,2022-06-09 22:00:00.000
INV-041844,ACC-09443,SUB-013948,999.00,EUR,paid,2022-05-15,2022-05-17 09:00:00.000
INV-041845,ACC-09443,SUB-013949,299.00,EUR,pending,2025-09-29,
INV-041846,ACC-09443,SUB-013949,299.00,EUR,failed,2022-07-05,
INV-041847,ACC-09443,SUB-013949,299.00,EUR,paid,2024-05-14,2024-05-17 03:00:00.000
INV-041848,ACC-09444,SUB-013950,999.00,EUR,paid,2025-04-15,2025-04-16 21:00:00.000
INV-041849,ACC-09444,SUB-013950,999.00,EUR,paid,2025-01-16,2025-01-17 08:00:00.000
INV-041850,ACC-09444,SUB-013950,999.00,EUR,paid,2026-03-19,2026-03-22 16:00:00.000
INV-041851,ACC-09445,SUB-013951,999.00,EUR,failed,2023-04-26,
INV-041852,ACC-09445,SUB-013951,999.00,EUR,paid,2023-04-19,2023-04-22 17:00:00.000
INV-041853,ACC-09445,SUB-013951,999.00,EUR,paid,2023-04-27,2023-04-29 17:00:00.000
INV-041854,ACC-09446,SUB-013952,499.00,AUD,paid,2024-08-31,2024-09-03 12:00:00.000
INV-041855,ACC-09446,SUB-013952,499.00,AUD,pending,2023-12-11,
INV-041856,ACC-09446,SUB-013952,499.00,AUD,paid,2024-12-01,2024-12-02 21:00:00.000
INV-041857,ACC-09446,SUB-013953,999.00,AUD,paid,2025-05-25,2025-05-28 16:00:00.000
INV-041858,ACC-09446,SUB-013953,999.00,AUD,failed,2025-05-24,
INV-041859,ACC-09446,SUB-013953,999.00,AUD,failed,2025-05-30,
INV-041860,ACC-09447,SUB-013954,499.00,EUR,paid,2023-01-05,2023-01-06 10:00:00.000
INV-041861,ACC-09447,SUB-013954,499.00,EUR,paid,2022-12-26,2022-12-29 13:00:00.000
INV-041862,ACC-09447,SUB-013954,499.00,EUR,failed,2022-12-24,
INV-041863,ACC-09448,SUB-013955,299.00,GBP,paid,2024-10-18,2024-10-19 10:00:00.000
INV-041864,ACC-09448,SUB-013955,299.00,GBP,failed,2023-04-25,
INV-041865,ACC-09448,SUB-013955,299.00,GBP,failed,2024-11-01,
INV-041866,ACC-09448,SUB-013956,999.00,GBP,paid,2025-03-23,2025-03-25 06:00:00.000
INV-041867,ACC-09448,SUB-013956,999.00,GBP,paid,2026-02-05,2026-02-07 01:00:00.000
INV-041868,ACC-09448,SUB-013956,999.00,GBP,paid,2026-02-02,2026-02-05 13:00:00.000
INV-041869,ACC-09448,SUB-013957,299.00,GBP,pending,2026-05-27,
INV-041870,ACC-09448,SUB-013957,299.00,GBP,paid,2026-05-07,2026-05-10 07:00:00.000
INV-041871,ACC-09448,SUB-013957,299.00,GBP,paid,2026-05-13,2026-05-16 03:00:00.000
INV-041872,ACC-09449,SUB-013958,299.00,EUR,paid,2025-12-20,2025-12-21 10:00:00.000
INV-041873,ACC-09449,SUB-013958,299.00,EUR,paid,2025-02-21,2025-02-24 02:00:00.000
INV-041874,ACC-09449,SUB-013958,299.00,EUR,paid,2025-04-20,2025-04-23 14:00:00.000
INV-041875,ACC-09450,SUB-013959,299.00,GBP,paid,2025-03-17,2025-03-20 14:00:00.000
INV-041876,ACC-09450,SUB-013959,299.00,GBP,pending,2024-04-22,
INV-041877,ACC-09450,SUB-013959,299.00,GBP,paid,2025-02-23,2025-02-26 21:00:00.000
INV-041878,ACC-09450,SUB-013960,999.00,GBP,paid,2025-10-24,2025-10-27 00:00:00.000
INV-041879,ACC-09450,SUB-013960,999.00,GBP,paid,2026-05-27,2026-05-28 11:00:00.000
INV-041880,ACC-09450,SUB-013960,999.00,GBP,pending,2026-05-31,
INV-041881,ACC-09451,SUB-013961,299.00,EUR,failed,2024-10-14,
INV-041882,ACC-09451,SUB-013961,299.00,EUR,pending,2025-09-12,
INV-041883,ACC-09451,SUB-013961,299.00,EUR,paid,2024-01-08,2024-01-09 19:00:00.000
INV-041884,ACC-09451,SUB-013962,999.00,EUR,paid,2025-10-05,2025-10-08 05:00:00.000
INV-041885,ACC-09451,SUB-013962,999.00,EUR,paid,2025-10-25,2025-10-26 16:00:00.000
INV-041886,ACC-09451,SUB-013962,999.00,EUR,paid,2026-02-25,2026-02-26 03:00:00.000
INV-041887,ACC-09452,SUB-013963,999.00,EUR,paid,2023-03-30,2023-04-02 00:00:00.000
INV-041888,ACC-09452,SUB-013963,999.00,EUR,paid,2024-01-23,2024-01-26 21:00:00.000
INV-041889,ACC-09452,SUB-013963,999.00,EUR,pending,2023-01-25,
INV-041890,ACC-09452,SUB-013964,499.00,EUR,paid,2024-07-20,2024-07-21 19:00:00.000
INV-041891,ACC-09452,SUB-013964,499.00,EUR,failed,2024-09-06,
INV-041892,ACC-09452,SUB-013964,499.00,EUR,failed,2024-10-10,
INV-041893,ACC-09452,SUB-013965,299.00,EUR,failed,2026-02-17,
INV-041894,ACC-09452,SUB-013965,299.00,EUR,paid,2025-12-04,2025-12-07 13:00:00.000
INV-041895,ACC-09452,SUB-013965,299.00,EUR,paid,2025-10-30,2025-10-31 13:00:00.000
INV-041896,ACC-09453,SUB-013966,999.00,GBP,paid,2023-05-31,2023-06-01 14:00:00.000
INV-041897,ACC-09453,SUB-013966,999.00,GBP,paid,2023-05-15,2023-05-19 00:00:00.000
INV-041898,ACC-09453,SUB-013966,999.00,GBP,paid,2023-04-22,2023-04-25 09:00:00.000
INV-041899,ACC-09453,SUB-013967,299.00,GBP,paid,2023-06-28,2023-06-29 16:00:00.000
INV-041900,ACC-09453,SUB-013967,299.00,GBP,paid,2023-06-17,2023-06-18 19:00:00.000
INV-041901,ACC-09453,SUB-013967,299.00,GBP,paid,2023-06-15,2023-06-18 07:00:00.000
INV-041902,ACC-09455,SUB-013968,999.00,EUR,paid,2023-11-18,2023-11-20 23:00:00.000
INV-041903,ACC-09455,SUB-013968,999.00,EUR,failed,2023-11-19,
INV-041904,ACC-09455,SUB-013968,999.00,EUR,paid,2023-11-28,2023-12-01 04:00:00.000
INV-041905,ACC-09456,SUB-013969,999.00,AUD,paid,2022-03-16,2022-03-19 18:00:00.000
INV-041906,ACC-09456,SUB-013969,999.00,AUD,paid,2022-03-13,2022-03-16 00:00:00.000
INV-041907,ACC-09456,SUB-013969,999.00,AUD,paid,2022-03-21,2022-03-24 19:00:00.000
INV-041908,ACC-09458,SUB-013970,999.00,AUD,paid,2022-02-07,2022-02-08 16:00:00.000
INV-041909,ACC-09458,SUB-013970,999.00,AUD,pending,2022-02-19,
INV-041910,ACC-09458,SUB-013970,999.00,AUD,pending,2022-02-23,
INV-041911,ACC-09459,SUB-013971,299.00,GBP,paid,2023-07-20,2023-07-23 15:00:00.000
INV-041912,ACC-09459,SUB-013971,299.00,GBP,paid,2023-09-09,2023-09-11 04:00:00.000
INV-041913,ACC-09459,SUB-013971,299.00,GBP,failed,2023-07-15,
INV-041914,ACC-09459,SUB-013972,999.00,GBP,paid,2025-03-18,2025-03-21 16:00:00.000
INV-041915,ACC-09459,SUB-013972,999.00,GBP,paid,2025-05-28,2025-05-31 08:00:00.000
INV-041916,ACC-09459,SUB-013972,999.00,GBP,paid,2025-05-23,2025-05-26 12:00:00.000
INV-041917,ACC-09459,SUB-013973,499.00,GBP,paid,2025-12-12,2025-12-13 20:00:00.000
INV-041918,ACC-09459,SUB-013973,499.00,GBP,paid,2025-12-14,2025-12-16 23:00:00.000
INV-041919,ACC-09459,SUB-013973,499.00,GBP,paid,2025-12-08,2025-12-09 02:00:00.000
INV-041920,ACC-09460,SUB-013974,499.00,GBP,paid,2023-06-22,2023-06-24 02:00:00.000
INV-041921,ACC-09460,SUB-013974,499.00,GBP,paid,2023-05-25,2023-05-27 20:00:00.000
INV-041922,ACC-09460,SUB-013974,499.00,GBP,paid,2023-07-13,2023-07-14 07:00:00.000
INV-041923,ACC-09460,SUB-013975,999.00,GBP,paid,2026-05-21,2026-05-22 14:00:00.000
INV-041924,ACC-09460,SUB-013975,999.00,GBP,paid,2026-01-05,2026-01-07 03:00:00.000
INV-041925,ACC-09460,SUB-013975,999.00,GBP,paid,2025-12-30,2026-01-02 14:00:00.000
INV-041926,ACC-09461,SUB-013976,999.00,GBP,paid,2024-02-18,2024-02-19 19:00:00.000
INV-041927,ACC-09461,SUB-013976,999.00,GBP,pending,2024-01-27,
INV-041928,ACC-09461,SUB-013976,999.00,GBP,paid,2024-01-22,2024-01-24 14:00:00.000
INV-041929,ACC-09461,SUB-013977,499.00,GBP,paid,2024-04-19,2024-04-22 03:00:00.000
INV-041930,ACC-09461,SUB-013977,499.00,GBP,paid,2024-04-20,2024-04-21 21:00:00.000
INV-041931,ACC-09461,SUB-013977,499.00,GBP,paid,2024-04-23,2024-04-25 17:00:00.000
INV-041932,ACC-09462,SUB-013978,299.00,GBP,paid,2023-02-09,2023-02-12 10:00:00.000
INV-041933,ACC-09462,SUB-013978,299.00,GBP,paid,2022-09-15,2022-09-16 05:00:00.000
INV-041934,ACC-09462,SUB-013978,299.00,GBP,paid,2022-11-02,2022-11-03 08:00:00.000
INV-041935,ACC-09462,SUB-013979,499.00,GBP,pending,2024-07-18,
INV-041936,ACC-09462,SUB-013979,499.00,GBP,paid,2024-04-16,2024-04-18 23:00:00.000
INV-041937,ACC-09462,SUB-013979,499.00,GBP,paid,2024-05-29,2024-05-30 05:00:00.000
INV-041938,ACC-09462,SUB-013980,999.00,GBP,pending,2026-04-18,
INV-041939,ACC-09462,SUB-013980,999.00,GBP,paid,2026-01-29,2026-02-01 20:00:00.000
INV-041940,ACC-09462,SUB-013980,999.00,GBP,paid,2026-05-04,2026-05-07 11:00:00.000
INV-041941,ACC-09463,SUB-013981,999.00,AUD,paid,2024-04-24,2024-04-25 22:00:00.000
INV-041942,ACC-09463,SUB-013981,999.00,AUD,paid,2023-12-29,2023-12-31 02:00:00.000
INV-041943,ACC-09463,SUB-013981,999.00,AUD,paid,2024-02-13,2024-02-16 16:00:00.000
INV-041944,ACC-09463,SUB-013982,299.00,AUD,paid,2025-08-19,2025-08-21 13:00:00.000
INV-041945,ACC-09463,SUB-013982,299.00,AUD,paid,2026-01-09,2026-01-12 00:00:00.000
INV-041946,ACC-09463,SUB-013982,299.00,AUD,paid,2026-02-24,2026-02-27 20:00:00.000
INV-041947,ACC-09464,SUB-013983,299.00,AUD,paid,2024-12-19,2024-12-21 04:00:00.000
INV-041948,ACC-09464,SUB-013983,299.00,AUD,pending,2024-05-31,
INV-041949,ACC-09464,SUB-013983,299.00,AUD,paid,2023-12-21,2023-12-24 16:00:00.000
INV-041950,ACC-09465,SUB-013984,999.00,AUD,paid,2025-03-01,2025-03-04 08:00:00.000
INV-041951,ACC-09465,SUB-013984,999.00,AUD,paid,2026-04-25,2026-04-28 16:00:00.000
INV-041952,ACC-09465,SUB-013984,999.00,AUD,pending,2025-08-15,
INV-041953,ACC-09466,SUB-013985,999.00,AUD,paid,2023-03-22,2023-03-23 07:00:00.000
INV-041954,ACC-09466,SUB-013985,999.00,AUD,paid,2023-03-21,2023-03-24 23:00:00.000
INV-041955,ACC-09466,SUB-013985,999.00,AUD,paid,2023-03-24,2023-03-27 22:00:00.000
INV-041956,ACC-09466,SUB-013986,299.00,AUD,paid,2023-08-22,2023-08-24 04:00:00.000
INV-041957,ACC-09466,SUB-013986,299.00,AUD,paid,2024-01-21,2024-01-24 01:00:00.000
INV-041958,ACC-09466,SUB-013986,299.00,AUD,pending,2024-03-25,
INV-041959,ACC-09467,SUB-013987,299.00,USD,failed,2022-02-09,
INV-041960,ACC-09467,SUB-013987,299.00,USD,paid,2022-02-02,2022-02-05 14:00:00.000
INV-041961,ACC-09467,SUB-013987,299.00,USD,pending,2022-04-25,
INV-041962,ACC-09467,SUB-013988,999.00,USD,paid,2024-11-28,2024-11-30 10:00:00.000
INV-041963,ACC-09467,SUB-013988,999.00,USD,paid,2023-11-12,2023-11-14 09:00:00.000
INV-041964,ACC-09467,SUB-013988,999.00,USD,paid,2025-02-28,2025-03-03 05:00:00.000
INV-041965,ACC-09468,SUB-013989,299.00,EUR,paid,2024-01-14,2024-01-16 03:00:00.000
INV-041966,ACC-09468,SUB-013989,299.00,EUR,paid,2024-06-13,2024-06-15 01:00:00.000
INV-041967,ACC-09468,SUB-013989,299.00,EUR,paid,2023-10-01,2023-10-04 08:00:00.000
INV-041968,ACC-09468,SUB-013990,499.00,EUR,paid,2024-09-27,2024-09-28 16:00:00.000
INV-041969,ACC-09468,SUB-013990,499.00,EUR,paid,2024-09-22,2024-09-25 07:00:00.000
INV-041970,ACC-09468,SUB-013990,499.00,EUR,pending,2024-09-14,
INV-041971,ACC-09469,SUB-013991,299.00,GBP,paid,2023-07-26,2023-07-29 04:00:00.000
INV-041972,ACC-09469,SUB-013991,299.00,GBP,paid,2023-07-03,2023-07-06 05:00:00.000
INV-041973,ACC-09469,SUB-013991,299.00,GBP,paid,2024-06-24,2024-06-25 06:00:00.000
INV-041974,ACC-09469,SUB-013992,999.00,GBP,paid,2024-11-25,2024-11-28 21:00:00.000
INV-041975,ACC-09469,SUB-013992,999.00,GBP,paid,2025-04-29,2025-05-01 12:00:00.000
INV-041976,ACC-09469,SUB-013992,999.00,GBP,pending,2025-09-19,
INV-041977,ACC-09470,SUB-013993,299.00,GBP,paid,2022-06-08,2022-06-11 12:00:00.000
INV-041978,ACC-09470,SUB-013993,299.00,GBP,paid,2022-06-11,2022-06-12 03:00:00.000
INV-041979,ACC-09470,SUB-013993,299.00,GBP,pending,2022-06-10,
INV-041980,ACC-09471,SUB-013994,299.00,EUR,paid,2023-06-30,2023-07-02 22:00:00.000
INV-041981,ACC-09471,SUB-013994,299.00,EUR,paid,2023-06-21,2023-06-22 09:00:00.000
INV-041982,ACC-09471,SUB-013994,299.00,EUR,paid,2023-06-12,2023-06-13 16:00:00.000
INV-041983,ACC-09472,SUB-013995,499.00,USD,paid,2023-05-03,2023-05-04 11:00:00.000
INV-041984,ACC-09472,SUB-013995,499.00,USD,paid,2023-05-20,2023-05-22 11:00:00.000
INV-041985,ACC-09472,SUB-013995,499.00,USD,pending,2023-06-06,
INV-041986,ACC-09472,SUB-013996,999.00,USD,paid,2023-08-16,2023-08-17 15:00:00.000
INV-041987,ACC-09472,SUB-013996,999.00,USD,paid,2023-08-27,2023-08-28 23:00:00.000
INV-041988,ACC-09472,SUB-013996,999.00,USD,paid,2023-08-11,2023-08-14 11:00:00.000
INV-041989,ACC-09473,SUB-013997,999.00,AUD,paid,2024-06-25,2024-06-28 23:00:00.000
INV-041990,ACC-09473,SUB-013997,999.00,AUD,paid,2024-07-24,2024-07-27 03:00:00.000
INV-041991,ACC-09473,SUB-013997,999.00,AUD,paid,2024-01-23,2024-01-26 15:00:00.000
INV-041992,ACC-09473,SUB-013998,499.00,AUD,paid,2024-12-25,2024-12-28 22:00:00.000
INV-041993,ACC-09473,SUB-013998,499.00,AUD,pending,2025-03-16,
INV-041994,ACC-09473,SUB-013998,499.00,AUD,paid,2025-02-13,2025-02-14 15:00:00.000
INV-041995,ACC-09473,SUB-013999,999.00,AUD,paid,2025-05-13,2025-05-14 10:00:00.000
INV-041996,ACC-09473,SUB-013999,999.00,AUD,paid,2025-04-26,2025-04-29 15:00:00.000
INV-041997,ACC-09473,SUB-013999,999.00,AUD,failed,2025-04-26,
INV-041998,ACC-09474,SUB-014000,999.00,AUD,paid,2023-07-10,2023-07-11 10:00:00.000
INV-041999,ACC-09474,SUB-014000,999.00,AUD,pending,2023-12-12,
INV-042000,ACC-09474,SUB-014000,999.00,AUD,paid,2023-12-01,2023-12-04 01:00:00.000
INV-042001,ACC-09474,SUB-014001,299.00,AUD,paid,2024-07-18,2024-07-20 16:00:00.000
INV-042002,ACC-09474,SUB-014001,299.00,AUD,paid,2024-07-05,2024-07-08 20:00:00.000
INV-042003,ACC-09474,SUB-014001,299.00,AUD,paid,2024-07-15,2024-07-17 09:00:00.000
INV-042004,ACC-09476,SUB-014002,499.00,USD,paid,2023-12-17,2023-12-18 22:00:00.000
INV-042005,ACC-09476,SUB-014002,499.00,USD,pending,2025-10-13,
INV-042006,ACC-09476,SUB-014002,499.00,USD,paid,2022-11-19,2022-11-22 03:00:00.000
INV-042007,ACC-09477,SUB-014003,999.00,USD,paid,2024-05-15,2024-05-17 00:00:00.000
INV-042008,ACC-09477,SUB-014003,999.00,USD,paid,2024-03-13,2024-03-14 15:00:00.000
INV-042009,ACC-09477,SUB-014003,999.00,USD,paid,2026-03-21,2026-03-22 20:00:00.000
INV-042010,ACC-09478,SUB-014004,499.00,AUD,failed,2023-09-04,
INV-042011,ACC-09478,SUB-014004,499.00,AUD,paid,2023-08-20,2023-08-21 09:00:00.000
INV-042012,ACC-09478,SUB-014004,499.00,AUD,pending,2024-06-05,
INV-042013,ACC-09478,SUB-014005,999.00,AUD,paid,2024-07-17,2024-07-20 09:00:00.000
INV-042014,ACC-09478,SUB-014005,999.00,AUD,paid,2024-07-04,2024-07-06 05:00:00.000
INV-042015,ACC-09478,SUB-014005,999.00,AUD,failed,2024-07-09,
INV-042016,ACC-09479,SUB-014006,999.00,USD,paid,2023-08-25,2023-08-27 12:00:00.000
INV-042017,ACC-09479,SUB-014006,999.00,USD,paid,2023-07-14,2023-07-17 13:00:00.000
INV-042018,ACC-09479,SUB-014006,999.00,USD,paid,2023-09-20,2023-09-21 11:00:00.000
INV-042019,ACC-09479,SUB-014007,499.00,USD,pending,2024-02-14,
INV-042020,ACC-09479,SUB-014007,499.00,USD,paid,2024-02-28,2024-02-29 17:00:00.000
INV-042021,ACC-09479,SUB-014007,499.00,USD,paid,2023-12-07,2023-12-08 17:00:00.000
