ACCOUNT_ID,ACCOUNT_NAME,COUNTRY,CREATED_AT,STATUS
ACC-01699,Company 1699,US,2022-11-16 00:00:00.000,active
ACC-01700,Company 1700,FR,2023-01-09 00:00:00.000,active
ACC-01701,Company 1701,AU,2022-02-14 00:00:00.000,active
ACC-01702,Company 1702,AU,2022-08-22 00:00:00.000,active
ACC-01703,Company 1703,US,2022-10-01 00:00:00.000,cancelled
ACC-01704,Company 1704,DE,2023-11-03 00:00:00.000,active
ACC-01705,Company 1705,AU,2022-10-23 00:00:00.000,active
ACC-01706,Company 1706,GB,2023-05-16 00:00:00.000,active
ACC-01707,Company 1707,AU,2023-02-28 00:00:00.000,active
ACC-01708,Company 1708,US,2022-12-11 00:00:00.000,active
ACC-01709,Company 1709,AU,2023-10-15 00:00:00.000,active
ACC-01710,Company 1710,AU,2023-08-04 00:00:00.000,active
ACC-01711,Company 1711,DE,2023-09-28 00:00:00.000,active
ACC-01712,Company 1712,US,2022-03-13 00:00:00.000,cancelled
ACC-01713,Company 1713,FR,2023-04-19 00:00:00.000,active
ACC-01714,Company 1714,AU,2023-12-06 00:00:00.000,active
ACC-01715,Company 1715,US,2022-09-26 00:00:00.000,trial
ACC-01716,Company 1716,DE,2022-11-18 00:00:00.000,active
ACC-01717,Company 1717,GB,2022-02-23 00:00:00.000,cancelled
ACC-01718,Company 1718,FR,2022-06-07 00:00:00.000,trial
ACC-01719,Company 1719,FR,2022-10-18 00:00:00.000,active
ACC-01720,Company 1720,FR,2022-12-04 00:00:00.000,active
ACC-01721,Company 1721,FR,2022-03-13 00:00:00.000,active
ACC-01722,Company 1722,FR,2023-01-18 00:00:00.000,active
ACC-01723,Company 1723,AU,2022-07-18 00:00:00.000,active
ACC-01724,Company 1724,US,2022-11-24 00:00:00.000,active
ACC-01725,Company 1725,AU,2023-06-24 00:00:00.000,trial
ACC-01726,Company 1726,DE,2022-09-05 00:00:00.000,active
ACC-01727,Company 1727,DE,2023-11-03 00:00:00.000,active
ACC-01728,Company 1728,GB,2022-07-24 00:00:00.000,active
ACC-01729,Company 1729,US,2022-09-29 00:00:00.000,active
ACC-01730,Company 1730,FR,2022-09-12 00:00:00.000,active
ACC-01731,Company 1731,DE,2023-10-09 00:00:00.000,active
ACC-01732,Company 1732,AU,2022-04-03 00:00:00.000,active
ACC-01733,Company 1733,FR,2023-02-11 00:00:00.000,active
ACC-01734,Company 1734,AU,2023-03-08 00:00:00.000,active
ACC-01735,Company 1735,GB,2022-06-14 00:00:00.000,cancelled
ACC-01736,Company 1736,AU,2022-05-20 00:00:00.000,active
ACC-01737,Company 1737,AU,2023-02-19 00:00:00.000,active
ACC-01738,Company 1738,US,2022-06-23 00:00:00.000,active
ACC-01739,Company 1739,DE,2022-10-10 00:00:00.000,active
ACC-01740,Company 1740,GB,2022-03-01 00:00:00.000,active
ACC-01741,Company 1741,DE,2022-03-01 00:00:00.000,active
ACC-01742,Company 1742,GB,2023-05-01 00:00:00.000,active
ACC-01743,Company 1743,AU,2022-08-16 00:00:00.000,active
ACC-01744,Company 1744,FR,2023-11-25 00:00:00.000,active
ACC-01745,Company 1745,DE,2022-05-14 00:00:00.000,cancelled
ACC-01746,Company 1746,AU,2022-02-20 00:00:00.000,active
ACC-01747,Company 1747,DE,2023-07-10 00:00:00.000,active
ACC-01748,Company 1748,FR,2023-10-02 00:00:00.000,active
ACC-01749,Company 1749,US,2022-12-20 00:00:00.000,active
ACC-01750,Company 1750,AU,2023-04-03 00:00:00.000,active
ACC-01751,Company 1751,GB,2023-03-31 00:00:00.000,cancelled
ACC-01752,Company 1752,FR,2023-07-23 00:00:00.000,active
ACC-01753,Company 1753,DE,2022-06-29 00:00:00.000,cancelled
ACC-01754,Company 1754,AU,2023-12-05 00:00:00.000,active
ACC-01755,Company 1755,AU,2023-12-18 00:00:00.000,active
ACC-01756,Company 1756,US,2023-10-14 00:00:00.000,active
ACC-01757,Company 1757,US,2023-11-09 00:00:00.000,active
ACC-01758,Company 1758,FR,2023-08-09 00:00:00.000,active
ACC-01759,Company 1759,AU,2023-11-21 00:00:00.000,trial
ACC-01760,Company 1760,AU,2023-01-19 00:00:00.000,active
ACC-01761,Company 1761,AU,2023-08-20 00:00:00.000,active
ACC-01762,Company 1762,AU,2022-06-06 00:00:00.000,active
ACC-01763,Company 1763,GB,2023-10-10 00:00:00.000,active
ACC-01764,Company 1764,GB,2023-12-11 00:00:00.000,cancelled
ACC-01765,Company 1765,FR,2023-02-21 00:00:00.000,active
ACC-01766,Company 1766,GB,2022-03-03 00:00:00.000,active
ACC-01767,Company 1767,GB,2023-07-24 00:00:00.000,active
ACC-01768,Company 1768,US,2023-07-21 00:00:00.000,active
ACC-01769,Company 1769,FR,2023-08-22 00:00:00.000,active
ACC-01770,Company 1770,AU,2023-04-30 00:00:00.000,active
ACC-01771,Company 1771,AU,2023-07-21 00:00:00.000,active
ACC-01772,Company 1772,AU,2022-06-06 00:00:00.000,active
ACC-01773,Company 1773,FR,2023-03-03 00:00:00.000,active
ACC-01774,Company 1774,AU,2022-08-25 00:00:00.000,active
ACC-01775,Company 1775,AU,2023-03-02 00:00:00.000,active
ACC-01776,Company 1776,AU,2022-07-12 00:00:00.000,active
ACC-01777,Company 1777,AU,2022-11-13 00:00:00.000,active
ACC-01778,Company 1778,AU,2023-09-29 00:00:00.000,active
ACC-01779,Company 1779,FR,2023-09-01 00:00:00.000,trial
ACC-01780,Company 1780,DE,2023-09-09 00:00:00.000,active
ACC-01781,Company 1781,FR,2022-04-21 00:00:00.000,active
ACC-01782,Company 1782,GB,2022-08-09 00:00:00.000,trial
ACC-01783,Company 1783,AU,2023-07-09 00:00:00.000,active
ACC-01784,Company 1784,GB,2022-01-18 00:00:00.000,trial
ACC-01785,Company 1785,AU,2023-05-17 00:00:00.000,active
ACC-01786,Company 1786,DE,2023-03-31 00:00:00.000,active
ACC-01787,Company 1787,AU,2023-07-18 00:00:00.000,active
ACC-01788,Company 1788,GB,2022-01-21 00:00:00.000,active
ACC-01789,Company 1789,GB,2022-04-15 00:00:00.000,active
ACC-01790,Company 1790,FR,2022-08-15 00:00:00.000,active
ACC-01791,Company 1791,FR,2023-05-25 00:00:00.000,active
ACC-01792,Company 1792,AU,2023-06-19 00:00:00.000,active
ACC-01793,Company 1793,AU,2022-04-29 00:00:00.000,active
ACC-01794,Company 1794,GB,2023-11-28 00:00:00.000,active
ACC-01795,Company 1795,AU,2023-03-29 00:00:00.000,active
ACC-01796,Company 1796,DE,2022-11-09 00:00:00.000,trial
ACC-01797,Company 1797,AU,2023-05-16 00:00:00.000,active
ACC-01798,Company 1798,AU,2023-01-27 00:00:00.000,cancelled
ACC-01799,Company 1799,GB,2022-02-20 00:00:00.000,active
ACC-01800,Company 1800,US,2022-06-17 00:00:00.000,active
ACC-01801,Company 1801,US,2022-11-22 00:00:00.000,active
ACC-01802,Company 1802,DE,2022-03-03 00:00:00.000,active
ACC-01803,Company 1803,AU,2022-03-25 00:00:00.000,active
ACC-01804,Company 1804,DE,2023-04-23 00:00:00.000,active
ACC-01805,Company 1805,FR,2022-05-02 00:00:00.000,active
ACC-01806,Company 1806,FR,2022-11-12 00:00:00.000,active
ACC-01807,Company 1807,AU,2022-08-11 00:00:00.000,active
ACC-01808,Company 1808,DE,2022-08-19 00:00:00.000,active
ACC-01809,Company 1809,FR,2023-12-18 00:00:00.000,active
ACC-01810,Company 1810,GB,2023-03-21 00:00:00.000,active
ACC-01811,Company 1811,US,2022-07-02 00:00:00.000,active
ACC-01812,Company 1812,US,2022-03-14 00:00:00.000,active
ACC-01813,Company 1813,FR,2023-02-12 00:00:00.000,active
ACC-01814,Company 1814,AU,2022-12-02 00:00:00.000,active
ACC-01815,Company 1815,AU,2022-10-25 00:00:00.000,cancelled
ACC-01816,Company 1816,GB,2022-12-23 00:00:00.000,cancelled
ACC-01817,Company 1817,DE,2022-08-22 00:00:00.000,trial
ACC-01818,Company 1818,US,2023-05-24 00:00:00.000,active
ACC-01819,Company 1819,DE,2022-01-19 00:00:00.000,active
ACC-01820,Company 1820,DE,2022-09-05 00:00:00.000,active
ACC-01821,Company 1821,GB,2022-08-16 00:00:00.000,active
ACC-01822,Company 1822,DE,2022-04-24 00:00:00.000,active
ACC-01823,Company 1823,FR,2022-10-23 00:00:00.000,active
ACC-01824,Company 1824,US,2023-02-05 00:00:00.000,active
ACC-01825,Company 1825,GB,2022-03-13 00:00:00.000,cancelled
ACC-01826,Company 1826,GB,2023-08-02 00:00:00.000,active
ACC-01827,Company 1827,AU,2023-10-18 00:00:00.000,active
ACC-01828,Company 1828,DE,2023-10-06 00:00:00.000,active
ACC-01829,Company 1829,FR,2022-02-14 00:00:00.000,active
ACC-01830,Company 1830,GB,2022-12-10 00:00:00.000,active
ACC-01831,Company 1831,GB,2023-11-14 00:00:00.000,active
ACC-01832,Company 1832,FR,2022-09-18 00:00:00.000,active
ACC-01833,Company 1833,AU,2023-08-05 00:00:00.000,active
ACC-01834,Company 1834,FR,2022-08-05 00:00:00.000,active
ACC-01835,Company 1835,AU,2023-06-19 00:00:00.000,active
ACC-01836,Company 1836,GB,2023-10-21 00:00:00.000,active
ACC-01837,Company 1837,AU,2022-07-10 00:00:00.000,active
ACC-01838,Company 1838,GB,2023-08-05 00:00:00.000,active
ACC-01839,Company 1839,US,2023-09-24 00:00:00.000,active
ACC-01840,Company 1840,AU,2022-04-07 00:00:00.000,cancelled
ACC-01841,Company 1841,DE,2023-04-25 00:00:00.000,active
ACC-01842,Company 1842,AU,2022-01-22 00:00:00.000,active
ACC-01843,Company 1843,AU,2023-10-24 00:00:00.000,active
ACC-01844,Company 1844,US,2023-02-28 00:00:00.000,active
ACC-01845,Company 1845,DE,2023-06-08 00:00:00.000,trial
ACC-01846,Company 1846,FR,2022-05-28 00:00:00.000,cancelled
ACC-01847,Company 1847,GB,2023-10-07 00:00:00.000,active
ACC-01848,Company 1848,AU,2023-10-13 00:00:00.000,active
ACC-01849,Company 1849,GB,2022-11-21 00:00:00.000,active
ACC-01850,Company 1850,DE,2023-12-02 00:00:00.000,active
ACC-01851,Company 1851,DE,2022-09-30 00:00:00.000,active
ACC-01852,Company 1852,GB,2022-06-04 00:00:00.000,active
ACC-01853,Company 1853,FR,2022-04-24 00:00:00.000,active
ACC-01854,Company 1854,US,2022-03-15 00:00:00.000,active
ACC-01855,Company 1855,US,2022-07-14 00:00:00.000,cancelled
ACC-01856,Company 1856,GB,2023-09-14 00:00:00.000,active
ACC-01857,Company 1857,FR,2022-12-07 00:00:00.000,active
ACC-01858,Company 1858,GB,2023-01-17 00:00:00.000,active
ACC-01859,Company 1859,AU,2022-12-04 00:00:00.000,active
ACC-01860,Company 1860,AU,2023-01-15 00:00:00.000,trial
ACC-01861,Company 1861,DE,2022-11-04 00:00:00.000,active
ACC-01862,Company 1862,AU,2023-01-28 00:00:00.000,active
ACC-01863,Company 1863,AU,2023-06-14 00:00:00.000,active
ACC-01864,Company 1864,US,2023-05-28 00:00:00.000,active
ACC-01865,Company 1865,GB,2023-07-01 00:00:00.000,active
ACC-01866,Company 1866,AU,2022-07-18 00:00:00.000,active
ACC-01867,Company 1867,FR,2023-04-16 00:00:00.000,active
ACC-01868,Company 1868,DE,2022-02-03 00:00:00.000,active
ACC-01869,Company 1869,AU,2023-06-15 00:00:00.000,active
ACC-01870,Company 1870,FR,2023-10-01 00:00:00.000,active
ACC-01871,Company 1871,FR,2023-07-21 00:00:00.000,active
ACC-01872,Company 1872,FR,2022-05-02 00:00:00.000,active
ACC-01873,Company 1873,US,2022-08-30 00:00:00.000,active
ACC-01874,Company 1874,DE,2022-04-23 00:00:00.000,trial
ACC-01875,Company 1875,DE,2022-09-08 00:00:00.000,active
ACC-01876,Company 1876,GB,2022-03-25 00:00:00.000,active
ACC-01877,Company 1877,GB,2022-12-09 00:00:00.000,active
ACC-01878,Company 1878,FR,2023-07-27 00:00:00.000,active
ACC-01879,Company 1879,DE,2023-06-30 00:00:00.000,active
ACC-01880,Company 1880,FR,2023-05-19 00:00:00.000,active
ACC-01881,Company 1881,DE,2022-04-03 00:00:00.000,active
ACC-01882,Company 1882,DE,2022-12-26 00:00:00.000,cancelled
ACC-01883,Company 1883,AU,2023-04-30 00:00:00.000,active
ACC-01884,Company 1884,GB,2023-12-29 00:00:00.000,active
ACC-01885,Company 1885,GB,2023-09-14 00:00:00.000,active
ACC-01886,Company 1886,AU,2022-08-14 00:00:00.000,active
ACC-01887,Company 1887,AU,2022-10-29 00:00:00.000,cancelled
ACC-01888,Company 1888,AU,2022-05-23 00:00:00.000,active
ACC-01889,Company 1889,US,2023-04-14 00:00:00.000,active
ACC-01890,Company 1890,AU,2023-06-02 00:00:00.000,active
ACC-01891,Company 1891,US,2022-12-09 00:00:00.000,active
ACC-01892,Company 1892,FR,2023-06-22 00:00:00.000,trial
ACC-01893,Company 1893,GB,2023-03-17 00:00:00.000,active
ACC-01894,Company 1894,AU,2023-09-17 00:00:00.000,active
ACC-01895,Company 1895,AU,2023-02-09 00:00:00.000,active
ACC-01896,Company 1896,AU,2023-09-15 00:00:00.000,active
ACC-01897,Company 1897,US,2022-12-20 00:00:00.000,active
ACC-01898,Company 1898,FR,2023-10-27 00:00:00.000,active
ACC-01899,Company 1899,AU,2022-07-19 00:00:00.000,active
ACC-01900,Company 1900,AU,2023-08-23 00:00:00.000,active
ACC-01901,Company 1901,FR,2022-04-08 00:00:00.000,active
ACC-01902,Company 1902,AU,2022-03-17 00:00:00.000,active
ACC-01903,Company 1903,GB,2022-10-12 00:00:00.000,active
ACC-01904,Company 1904,GB,2022-06-05 00:00:00.000,active
ACC-01905,Company 1905,US,2023-10-09 00:00:00.000,active
ACC-01906,Company 1906,AU,2022-10-03 00:00:00.000,active
ACC-01907,Company 1907,US,2023-08-13 00:00:00.000,trial
ACC-01908,Company 1908,DE,2022-04-29 00:00:00.000,trial
ACC-01909,Company 1909,AU,2022-07-05 00:00:00.000,active
ACC-01910,Company 1910,DE,2022-09-09 00:00:00.000,active
ACC-01911,Company 1911,US,2022-09-22 00:00:00.000,active
ACC-01912,Company 1912,FR,2023-04-28 00:00:00.000,active
ACC-01913,Company 1913,AU,2022-11-11 00:00:00.000,trial
ACC-01914,Company 1914,AU,2022-07-21 00:00:00.000,active
ACC-01915,Company 1915,AU,2023-08-08 00:00:00.000,active
ACC-01916,Company 1916,US,2022-01-20 00:00:00.000,active
ACC-01917,Company 1917,AU,2023-02-13 00:00:00.000,active
ACC-01918,Company 1918,DE,2023-12-16 00:00:00.000,active
ACC-01919,Company 1919,AU,2023-09-19 00:00:00.000,active
ACC-01920,Company 1920,AU,2022-02-20 00:00:00.000,active
ACC-01921,Company 1921,DE,2023-02-22 00:00:00.000,active
ACC-01922,Company 1922,FR,2022-01-04 00:00:00.000,active
ACC-01923,Company 1923,AU,2023-03-16 00:00:00.000,active
ACC-01924,Company 1924,GB,2023-12-26 00:00:00.000,trial
ACC-01925,Company 1925,AU,2022-01-25 00:00:00.000,active
ACC-01926,Company 1926,DE,2022-10-31 00:00:00.000,active
ACC-01927,Company 1927,FR,2023-04-19 00:00:00.000,active
ACC-01928,Company 1928,AU,2023-02-11 00:00:00.000,active
ACC-01929,Company 1929,US,2022-11-07 00:00:00.000,active
ACC-01930,Company 1930,GB,2022-10-05 00:00:00.000,active
ACC-01931,Company 1931,AU,2023-06-24 00:00:00.000,active
ACC-01932,Company 1932,DE,2022-11-30 00:00:00.000,cancelled
ACC-01933,Company 1933,FR,2023-03-21 00:00:00.000,active
ACC-01934,Company 1934,DE,2022-07-24 00:00:00.000,active
ACC-01935,Company 1935,DE,2022-08-30 00:00:00.000,trial
ACC-01936,Company 1936,AU,2022-04-25 00:00:00.000,active
ACC-01937,Company 1937,FR,2022-07-02 00:00:00.000,active
ACC-01938,Company 1938,US,2023-04-15 00:00:00.000,active
ACC-01939,Company 1939,AU,2022-01-23 00:00:00.000,active
ACC-01940,Company 1940,AU,2022-12-11 00:00:00.000,active
ACC-01941,Company 1941,US,2023-05-26 00:00:00.000,cancelled
ACC-01942,Company 1942,DE,2023-04-27 00:00:00.000,active
ACC-01943,Company 1943,DE,2022-01-12 00:00:00.000,trial
ACC-01944,Company 1944,AU,2023-04-12 00:00:00.000,active
ACC-01945,Company 1945,DE,2022-06-12 00:00:00.000,active
ACC-01946,Company 1946,DE,2022-04-05 00:00:00.000,active
ACC-01947,Company 1947,US,2023-10-24 00:00:00.000,active
ACC-01948,Company 1948,FR,2023-04-16 00:00:00.000,active
ACC-01949,Company 1949,FR,2023-07-07 00:00:00.000,active
ACC-01950,Company 1950,AU,2023-02-06 00:00:00.000,active
ACC-01951,Company 1951,AU,2022-07-12 00:00:00.000,active
ACC-01952,Company 1952,FR,2023-10-21 00:00:00.000,active
ACC-01953,Company 1953,AU,2023-08-26 00:00:00.000,active
ACC-01954,Company 1954,AU,2022-10-06 00:00:00.000,active
ACC-01955,Company 1955,DE,2022-12-17 00:00:00.000,active
ACC-01956,Company 1956,AU,2022-09-09 00:00:00.000,active
ACC-01957,Company 1957,GB,2022-05-05 00:00:00.000,trial
ACC-01958,Company 1958,DE,2023-10-04 00:00:00.000,cancelled
ACC-01959,Company 1959,FR,2022-07-12 00:00:00.000,active
ACC-01960,Company 1960,AU,2022-10-18 00:00:00.000,active
ACC-01961,Company 1961,FR,2022-05-03 00:00:00.000,active
ACC-01962,Company 1962,DE,2023-01-08 00:00:00.000,active
ACC-01963,Company 1963,FR,2023-07-01 00:00:00.000,active
ACC-01964,Company 1964,DE,2022-08-21 00:00:00.000,cancelled
ACC-01965,Company 1965,DE,2022-12-25 00:00:00.000,active
ACC-01966,Company 1966,DE,2022-02-16 00:00:00.000,active
ACC-01967,Company 1967,AU,2023-02-06 00:00:00.000,active
ACC-01968,Company 1968,DE,2023-11-09 00:00:00.000,active
ACC-01969,Company 1969,FR,2022-11-11 00:00:00.000,active
ACC-01970,Company 1970,AU,2022-12-17 00:00:00.000,active
ACC-01971,Company 1971,AU,2022-09-23 00:00:00.000,trial
ACC-01972,Company 1972,AU,2023-12-01 00:00:00.000,active
ACC-01973,Company 1973,AU,2022-06-20 00:00:00.000,active
ACC-01974,Company 1974,AU,2023-01-27 00:00:00.000,active
ACC-01975,Company 1975,AU,2023-06-21 00:00:00.000,active
ACC-01976,Company 1976,GB,2023-02-03 00:00:00.000,active
ACC-01977,Company 1977,US,2023-04-29 00:00:00.000,active
ACC-01978,Company 1978,GB,2023-09-06 00:00:00.000,active
ACC-01979,Company 1979,AU,2022-03-28 00:00:00.000,active
ACC-01980,Company 1980,GB,2023-07-16 00:00:00.000,cancelled
ACC-01981,Company 1981,US,2023-11-18 00:00:00.000,active
ACC-01982,Company 1982,AU,2022-02-21 00:00:00.000,trial
ACC-01983,Company 1983,FR,2022-04-18 00:00:00.000,active
ACC-01984,Company 1984,DE,2022-09-30 00:00:00.000,active
ACC-01985,Company 1985,US,2022-12-05 00:00:00.000,active
ACC-01986,Company 1986,US,2022-01-31 00:00:00.000,active
ACC-01987,Company 1987,GB,2022-08-14 00:00:00.000,active
ACC-01988,Company 1988,AU,2023-04-30 00:00:00.000,active
ACC-01989,Company 1989,FR,2022-03-18 00:00:00.000,active
ACC-01990,Company 1990,AU,2023-01-06 00:00:00.000,active
ACC-01991,Company 1991,FR,2022-01-18 00:00:00.000,active
ACC-01992,Company 1992,FR,2023-08-20 00:00:00.000,active
ACC-01993,Company 1993,DE,2022-02-02 00:00:00.000,active
ACC-01994,Company 1994,DE,2022-09-23 00:00:00.000,active
ACC-01995,Company 1995,FR,2022-07-14 00:00:00.000,active
ACC-01996,Company 1996,US,2022-07-20 00:00:00.000,active
ACC-01997,Company 1997,AU,2023-08-15 00:00:00.000,active
ACC-01998,Company 1998,FR,2022-06-11 00:00:00.000,active
ACC-01999,Company 1999,FR,2023-01-11 00:00:00.000,active
ACC-02000,Company 2000,US,2023-02-14 00:00:00.000,active
ACC-02001,Company 2001,FR,2022-10-01 00:00:00.000,active
ACC-02002,Company 2002,DE,2022-11-15 00:00:00.000,active
ACC-02003,Company 2003,AU,2022-06-07 00:00:00.000,active
ACC-02004,Company 2004,AU,2022-10-17 00:00:00.000,active
ACC-02005,Company 2005,AU,2023-10-16 00:00:00.000,cancelled
ACC-02006,Company 2006,AU,2023-05-04 00:00:00.000,active
ACC-02007,Company 2007,US,2023-08-02 00:00:00.000,trial
ACC-02008,Company 2008,AU,2023-01-09 00:00:00.000,active
ACC-02009,Company 2009,AU,2022-08-06 00:00:00.000,trial
ACC-02010,Company 2010,AU,2023-12-16 00:00:00.000,active
ACC-02011,Company 2011,GB,2022-07-10 00:00:00.000,active
ACC-02012,Company 2012,GB,2022-01-31 00:00:00.000,cancelled
ACC-02013,Company 2013,FR,2022-05-19 00:00:00.000,active
ACC-02014,Company 2014,FR,2022-08-02 00:00:00.000,active
ACC-02015,Company 2015,US,2023-02-05 00:00:00.000,active
ACC-02016,Company 2016,US,2022-11-03 00:00:00.000,active
ACC-02017,Company 2017,AU,2023-03-18 00:00:00.000,active
ACC-02018,Company 2018,GB,2022-03-25 00:00:00.000,active
ACC-02019,Company 2019,FR,2022-04-13 00:00:00.000,active
ACC-02020,Company 2020,FR,2023-12-18 00:00:00.000,cancelled
ACC-02021,Company 2021,US,2022-02-12 00:00:00.000,active
ACC-02022,Company 2022,DE,2022-12-15 00:00:00.000,active
ACC-02023,Company 2023,FR,2022-03-14 00:00:00.000,active
ACC-02024,Company 2024,AU,2022-12-10 00:00:00.000,active
ACC-02025,Company 2025,AU,2022-04-25 00:00:00.000,active
ACC-02026,Company 2026,FR,2023-12-04 00:00:00.000,cancelled
ACC-02027,Company 2027,GB,2023-09-02 00:00:00.000,cancelled
ACC-02028,Company 2028,US,2022-12-25 00:00:00.000,trial
ACC-02029,Company 2029,FR,2023-06-02 00:00:00.000,active
ACC-02030,Company 2030,AU,2023-05-21 00:00:00.000,trial
ACC-02031,Company 2031,US,2023-02-14 00:00:00.000,active
ACC-02032,Company 2032,DE,2022-11-18 00:00:00.000,active
ACC-02033,Company 2033,AU,2023-03-16 00:00:00.000,trial
ACC-02034,Company 2034,FR,2022-12-18 00:00:00.000,trial
ACC-02035,Company 2035,FR,2022-10-17 00:00:00.000,cancelled
ACC-02036,Company 2036,US,2022-03-04 00:00:00.000,active
ACC-02037,Company 2037,FR,2022-05-26 00:00:00.000,active
ACC-02038,Company 2038,GB,2023-09-15 00:00:00.000,active
ACC-02039,Company 2039,FR,2022-07-24 00:00:00.000,active
ACC-02040,Company 2040,US,2022-02-23 00:00:00.000,active
ACC-02041,Company 2041,US,2023-05-20 00:00:00.000,active
ACC-02042,Company 2042,DE,2023-10-01 00:00:00.000,trial
ACC-02043,Company 2043,FR,2022-04-30 00:00:00.000,active
ACC-02044,Company 2044,US,2022-11-13 00:00:00.000,trial
ACC-02045,Company 2045,US,2023-10-21 00:00:00.000,active
ACC-02046,Company 2046,FR,2024-01-01 00:00:00.000,cancelled
ACC-02047,Company 2047,US,2023-12-13 00:00:00.000,active
ACC-02048,Company 2048,GB,2022-04-17 00:00:00.000,active
ACC-02049,Company 2049,FR,2022-01-13 00:00:00.000,active
ACC-02050,Company 2050,FR,2022-06-14 00:00:00.000,active
ACC-02051,Company 2051,DE,2023-03-20 00:00:00.000,active
ACC-02052,Company 2052,AU,2022-04-11 00:00:00.000,trial
ACC-02053,Company 2053,FR,2023-06-04 00:00:00.000,active
ACC-02054,Company 2054,GB,2022-02-15 00:00:00.000,active
ACC-02055,Company 2055,DE,2023-06-01 00:00:00.000,active
ACC-02056,Company 2056,DE,2022-01-18 00:00:00.000,active
ACC-02057,Company 2057,GB,2023-08-28 00:00:00.000,active
ACC-02058,Company 2058,GB,2022-08-20 00:00:00.000,active
ACC-02059,Company 2059,GB,2023-09-30 00:00:00.000,active
ACC-02060,Company 2060,GB,2023-05-31 00:00:00.000,active
ACC-02061,Company 2061,FR,2023-12-24 00:00:00.000,cancelled
ACC-02062,Company 2062,US,2022-04-09 00:00:00.000,active
ACC-02063,Company 2063,US,2023-10-21 00:00:00.000,active
ACC-02064,Company 2064,AU,2022-07-30 00:00:00.000,trial
ACC-02065,Company 2065,AU,2023-11-12 00:00:00.000,cancelled
ACC-02066,Company 2066,AU,2023-11-12 00:00:00.000,active
ACC-02067,Company 2067,GB,2023-07-11 00:00:00.000,active
ACC-02068,Company 2068,AU,2023-08-26 00:00:00.000,active
ACC-02069,Company 2069,US,2022-03-07 00:00:00.000,trial
ACC-02070,Company 2070,DE,2022-05-20 00:00:00.000,cancelled
ACC-02071,Company 2071,DE,2022-06-27 00:00:00.000,cancelled
ACC-02072,Company 2072,AU,2023-07-01 00:00:00.000,active
ACC-02073,Company 2073,FR,2023-02-20 00:00:00.000,active
ACC-02074,Company 2074,GB,2023-12-22 00:00:00.000,active
ACC-02075,Company 2075,FR,2023-04-27 00:00:00.000,cancelled
ACC-02076,Company 2076,AU,2023-05-30 00:00:00.000,active
ACC-02077,Company 2077,AU,2022-07-02 00:00:00.000,active
ACC-02078,Company 2078,FR,2023-02-14 00:00:00.000,active
ACC-02079,Company 2079,DE,2023-04-17 00:00:00.000,active
ACC-02080,Company 2080,DE,2022-06-20 00:00:00.000,active
ACC-02081,Company 2081,GB,2023-11-18 00:00:00.000,active
ACC-02082,Company 2082,DE,2022-04-27 00:00:00.000,trial
ACC-02083,Company 2083,DE,2023-11-30 00:00:00.000,trial
ACC-02084,Company 2084,AU,2022-04-24 00:00:00.000,active
ACC-02085,Company 2085,AU,2023-04-10 00:00:00.000,active
ACC-02086,Company 2086,AU,2022-08-27 00:00:00.000,cancelled
ACC-02087,Company 2087,US,2022-09-13 00:00:00.000,cancelled
ACC-02088,Company 2088,DE,2022-12-09 00:00:00.000,active
ACC-02089,Company 2089,AU,2022-01-22 00:00:00.000,active
ACC-02090,Company 2090,AU,2023-02-27 00:00:00.000,active
ACC-02091,Company 2091,AU,2023-10-29 00:00:00.000,active
ACC-02092,Company 2092,FR,2023-07-17 00:00:00.000,active
ACC-02093,Company 2093,DE,2022-01-15 00:00:00.000,cancelled
ACC-02094,Company 2094,US,2022-08-05 00:00:00.000,cancelled
ACC-02095,Company 2095,AU,2022-10-15 00:00:00.000,cancelled
ACC-02096,Company 2096,AU,2023-03-26 00:00:00.000,active
ACC-02097,Company 2097,GB,2022-03-21 00:00:00.000,active
ACC-02098,Company 2098,AU,2022-12-04 00:00:00.000,active
ACC-02099,Company 2099,AU,2022-03-24 00:00:00.000,active
ACC-02100,Company 2100,DE,2022-09-17 00:00:00.000,active
ACC-02101,Company 2101,AU,2023-02-28 00:00:00.000,active
ACC-02102,Company 2102,US,2022-01-19 00:00:00.000,active
ACC-02103,Company 2103,US,2022-12-03 00:00:00.000,active
ACC-02104,Company 2104,AU,2023-11-09 00:00:00.000,active
ACC-02105,Company 2105,DE,2023-06-28 00:00:00.000,active
ACC-02106,Company 2106,AU,2023-02-22 00:00:00.000,trial
ACC-02107,Company 2107,FR,2023-11-08 00:00:00.000,trial
ACC-02108,Company 2108,FR,2023-11-09 00:00:00.000,active
ACC-02109,Company 2109,US,2022-03-07 00:00:00.000,active
ACC-02110,Company 2110,DE,2022-08-21 00:00:00.000,active
ACC-02111,Company 2111,FR,2022-07-16 00:00:00.000,active
ACC-02112,Company 2112,AU,2023-09-02 00:00:00.000,active
ACC-02113,Company 2113,AU,2022-07-27 00:00:00.000,trial
ACC-02114,Company 2114,FR,2022-01-16 00:00:00.000,active
ACC-02115,Company 2115,FR,2023-01-31 00:00:00.000,active
ACC-02116,Company 2116,DE,2023-12-08 00:00:00.000,active
ACC-02117,Company 2117,US,2023-09-05 00:00:00.000,active
ACC-02118,Company 2118,DE,2023-07-28 00:00:00.000,active
